completed,valid,email,mobile,social,web,age,became_member_on,gender,income,income10K,bogo_10_5_10,bogo_10_7_10,bogo_5_5_5,bogo_5_7_5,discount_10_10_2,discount_10_7_2,discount_20_10_5,discount_7_7_3,informational_0_3_0,informational_0_4_0
0,1,1,1,0,1,31,2018,2,42000,42,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,0,31,2018,2,42000,42,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,52,2018,1,73000,73,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,52,2018,1,73000,73,0,0,0,0,1,0,0,0,0,0
0,1,1,1,0,1,52,2018,1,73000,73,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,0,52,2018,1,73000,73,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,67,2017,2,118000,118,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,67,2017,2,118000,118,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,67,2017,2,118000,118,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,68,2017,2,61000,61,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,68,2017,2,61000,61,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,68,2017,2,61000,61,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,70,2016,1,86000,86,0,0,0,1,0,0,0,0,0,0
1,1,1,0,0,1,70,2016,1,86000,86,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,70,2016,1,86000,86,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,0,70,2016,1,86000,86,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,1,70,2016,1,86000,86,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,118,2016,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,1,118,2016,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,118,2016,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,1,79,2018,2,40000,40,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,79,2018,2,40000,40,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,1,118,2016,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,118,2016,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,118,2016,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,1,0,1,118,2016,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0,0,1,118,2016,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,0,33,2017,2,32000,32,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,1,33,2017,2,32000,32,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,0,33,2017,2,32000,32,0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,1,33,2017,2,32000,32,0,0,0,0,0,0,1,0,0,0
1,1,1,1,0,1,33,2017,2,32000,32,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,0,67,2017,1,58000,58,0,0,0,0,0,0,0,0,1,0
1,1,1,1,0,1,67,2017,1,58000,58,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,0,67,2017,1,58000,58,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,0,23,2017,1,48000,48,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,23,2017,1,48000,48,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,23,2017,1,48000,48,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,23,2017,1,48000,48,0,0,0,1,0,0,0,0,0,0
1,1,1,1,0,1,23,2017,1,48000,48,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,45,2016,1,62000,62,0,0,0,0,1,0,0,0,0,0
1,1,1,0,0,1,45,2016,1,62000,62,0,0,0,0,0,0,1,0,0,0
1,1,1,1,0,1,45,2016,1,62000,62,0,0,0,0,0,1,0,0,0,0
1,1,1,1,0,1,45,2016,1,62000,62,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,41,2016,3,63000,63,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,1,41,2016,3,63000,63,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,41,2016,3,63000,63,0,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,41,2016,3,63000,63,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,0,41,2016,3,63000,63,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,118,2016,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,118,2016,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,118,2016,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,36,2017,2,73000,73,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,1,36,2017,2,73000,73,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,0,36,2017,2,73000,73,0,1,0,0,0,0,0,0,0,0
1,1,1,1,0,1,36,2017,2,73000,73,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,36,2017,2,73000,73,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,74,2018,2,73000,73,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,74,2018,2,73000,73,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,74,2018,2,73000,73,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,1,74,2018,2,73000,73,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,0,68,2018,2,67000,67,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,0,68,2018,2,67000,67,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,68,2018,2,67000,67,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,55,2017,1,103000,103,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,55,2017,1,103000,103,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,0,55,2017,1,103000,103,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,1,55,2017,1,103000,103,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,1,46,2016,2,46000,46,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,46,2016,2,46000,46,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,46,2016,2,46000,46,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,0,46,2016,2,46000,46,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,76,2018,1,53000,53,0,0,0,0,1,0,0,0,0,0
0,1,1,1,0,1,76,2018,1,53000,53,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,76,2018,1,53000,53,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,1,76,2018,1,53000,53,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,37,2014,2,39000,39,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,0,37,2014,2,39000,39,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,37,2014,2,39000,39,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,37,2014,2,39000,39,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,23,2018,2,35000,35,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0,1,23,2018,2,35000,35,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,1,23,2018,2,35000,35,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,1,23,2018,2,35000,35,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,1,23,2018,2,35000,35,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,47,2017,2,76000,76,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,0,47,2017,2,76000,76,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,1,47,2017,2,76000,76,0,0,0,0,0,0,1,0,0,0
1,1,1,1,0,1,47,2017,2,76000,76,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,24,2017,2,57000,57,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,24,2017,2,57000,57,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,24,2017,2,57000,57,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,24,2017,2,57000,57,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,24,2017,2,57000,57,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,43,2015,2,56000,56,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,0,43,2015,2,56000,56,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,43,2015,2,56000,56,0,0,0,0,0,1,0,0,0,0
0,1,1,0,0,1,31,2018,2,52000,52,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,1,31,2018,2,52000,52,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,31,2018,2,52000,52,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,31,2018,2,52000,52,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,0,52,2016,1,68000,68,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,1,52,2016,1,68000,68,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,1,52,2016,1,68000,68,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,52,2016,1,68000,68,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,42,2015,1,75000,75,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,42,2015,1,75000,75,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,42,2015,1,75000,75,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,42,2015,1,75000,75,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,0,62,2015,2,56000,56,0,1,0,0,0,0,0,0,0,0
1,1,1,1,0,1,62,2015,2,56000,56,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,62,2015,2,56000,56,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,1,118,2018,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,118,2018,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,1,118,2018,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,118,2018,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,67,2017,2,53000,53,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,67,2017,2,53000,53,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,0,67,2017,2,53000,53,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,62,2017,1,72000,72,0,0,0,0,0,1,0,0,0,0
1,1,1,1,0,1,62,2017,1,72000,72,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,62,2017,1,72000,72,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,62,2017,1,72000,72,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,1,62,2017,1,72000,72,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,0,67,2017,2,60000,60,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,67,2017,2,60000,60,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,67,2017,2,60000,60,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,54,2018,2,57000,57,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,54,2018,2,57000,57,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,54,2018,2,57000,57,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,54,2018,2,57000,57,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,0,54,2018,2,57000,57,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,1,56,2017,2,97000,97,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,56,2017,2,97000,97,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0,1,56,2017,2,97000,97,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,56,2017,2,97000,97,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,58,2017,1,77000,77,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,58,2017,1,77000,77,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,58,2017,1,77000,77,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,1,118,2017,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,118,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,0,118,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,0,37,2015,1,80000,80,0,0,0,0,0,0,0,0,1,0
1,1,1,1,0,1,37,2015,1,80000,80,0,0,0,0,0,1,0,0,0,0
1,1,1,0,0,1,37,2015,1,80000,80,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,1,37,2015,1,80000,80,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,58,2015,3,95000,95,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,1,58,2015,3,95000,95,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,58,2015,3,95000,95,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,1,42,2017,1,98000,98,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,42,2017,1,98000,98,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,42,2017,1,98000,98,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,1,42,2017,1,98000,98,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0,1,60,2018,2,76000,76,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,60,2018,2,76000,76,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,60,2018,2,76000,76,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,60,2018,2,76000,76,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,60,2018,2,76000,76,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,68,2017,1,75000,75,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,68,2017,1,75000,75,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,68,2017,1,75000,75,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,68,2017,1,75000,75,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,25,2017,2,50000,50,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,25,2017,2,50000,50,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,25,2017,2,50000,50,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,25,2017,2,50000,50,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,0,25,2017,2,50000,50,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,0,20,2014,2,59000,59,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,1,20,2014,2,59000,59,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,20,2014,2,59000,59,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,1,20,2014,2,59000,59,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,20,2014,2,59000,59,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,1,75,2017,2,54000,54,0,0,0,0,0,0,1,0,0,0
1,1,1,1,0,1,75,2017,2,54000,54,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,75,2017,2,54000,54,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,0,75,2017,2,54000,54,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,49,2017,2,72000,72,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,49,2017,2,72000,72,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,0,49,2017,2,72000,72,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,1,90,2016,1,100000,100,0,0,0,0,0,0,1,0,0,0
1,1,1,1,0,1,90,2016,1,100000,100,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,90,2016,1,100000,100,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,0,90,2016,1,100000,100,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,0,90,2016,1,100000,100,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,1,24,2017,2,32000,32,0,0,0,0,0,1,0,0,0,0
1,1,1,1,0,1,24,2017,2,32000,32,0,0,0,1,0,0,0,0,0,0
0,1,1,0,0,1,24,2017,2,32000,32,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,0,24,2017,2,32000,32,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,1,63,2018,1,75000,75,0,0,0,0,1,0,0,0,0,0
0,1,1,0,0,1,63,2018,1,75000,75,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,1,63,2018,1,75000,75,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,118,2017,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,1,118,2017,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,118,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,0,118,2017,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,58,2017,1,86000,86,0,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,58,2017,1,86000,86,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,0,58,2017,1,86000,86,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,0,58,2017,1,86000,86,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,1,49,2017,2,52000,52,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,0,49,2017,2,52000,52,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,1,49,2017,2,52000,52,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,49,2017,2,52000,52,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0,1,51,2015,2,67000,67,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,51,2015,2,67000,67,0,0,0,0,0,1,0,0,0,0
1,1,1,1,0,1,51,2015,2,67000,67,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,0,51,2015,2,67000,67,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,0,77,2017,1,68000,68,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,0,77,2017,1,68000,68,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,77,2017,1,68000,68,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,77,2017,1,68000,68,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,77,2017,1,68000,68,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,41,2018,2,35000,35,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0,1,41,2018,2,35000,35,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,1,41,2018,2,35000,35,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,41,2018,2,35000,35,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,0,70,2018,1,33000,33,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,70,2018,1,33000,33,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0,1,70,2018,1,33000,33,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,0,35,2017,1,70000,70,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,35,2017,1,70000,70,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,0,35,2017,1,70000,70,0,1,0,0,0,0,0,0,0,0
1,1,1,1,0,1,35,2017,1,70000,70,0,0,0,1,0,0,0,0,0,0
1,1,1,1,0,1,49,2017,1,53000,53,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,49,2017,1,53000,53,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,49,2017,1,53000,53,0,0,0,0,1,0,0,0,0,0
0,1,1,1,0,1,49,2017,1,53000,53,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,0,27,2014,1,70000,70,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,1,27,2014,1,70000,70,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,27,2014,1,70000,70,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,27,2014,1,70000,70,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,74,2015,2,84000,84,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,74,2015,2,84000,84,0,0,0,0,0,1,0,0,0,0
1,1,1,1,0,1,74,2015,2,84000,84,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,64,2017,2,37000,37,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,64,2017,2,37000,37,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,1,64,2017,2,37000,37,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,1,64,2017,2,37000,37,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,1,32,2015,1,61000,61,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,32,2015,1,61000,61,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,0,32,2015,1,61000,61,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,118,2017,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,118,2017,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,0,1,118,2017,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,1,118,2017,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,1,118,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,64,2017,2,63000,63,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,64,2017,2,63000,63,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,64,2017,2,63000,63,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,118,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,118,2018,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,118,2018,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,118,2018,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,44,2017,1,61000,61,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,0,44,2017,1,61000,61,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,44,2017,1,61000,61,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,44,2017,1,61000,61,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,31,2017,2,39000,39,0,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,31,2017,2,39000,39,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,31,2017,2,39000,39,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,31,2017,2,39000,39,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,87,2016,1,31000,31,0,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,87,2016,1,31000,31,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,87,2016,1,31000,31,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,87,2016,1,31000,31,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,1,57,2018,2,34000,34,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,1,57,2018,2,34000,34,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,57,2018,2,34000,34,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,57,2018,2,34000,34,0,0,0,0,1,0,0,0,0,0
0,1,1,1,0,1,50,2017,1,60000,60,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,50,2017,1,60000,60,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,50,2017,1,60000,60,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,0,50,2017,1,60000,60,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,50,2017,1,60000,60,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,1,51,2016,2,73000,73,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,51,2016,2,73000,73,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,0,51,2016,2,73000,73,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,0,51,2016,2,73000,73,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,51,2016,2,73000,73,0,0,1,0,0,0,0,0,0,0
0,1,1,0,0,1,54,2018,2,61000,61,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,0,54,2018,2,61000,61,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,54,2018,2,61000,61,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,64,2017,2,40000,40,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,64,2017,2,40000,40,0,0,0,0,0,0,0,0,1,0
1,1,1,1,0,1,64,2017,2,40000,40,0,0,0,0,0,1,0,0,0,0
1,1,1,0,0,1,64,2017,2,40000,40,0,0,0,0,0,0,1,0,0,0
1,1,1,0,0,1,54,2017,2,73000,73,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,54,2017,2,73000,73,0,0,0,0,1,0,0,0,0,0
0,1,1,1,0,1,54,2017,2,73000,73,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,54,2017,2,73000,73,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,52,2018,2,40000,40,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,52,2018,2,40000,40,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,0,52,2018,2,40000,40,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,67,2017,1,96000,96,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,0,67,2017,1,96000,96,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,1,67,2017,1,96000,96,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,67,2017,1,96000,96,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,0,68,2017,2,56000,56,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,68,2017,2,56000,56,0,0,0,0,1,0,0,0,0,0
0,1,1,0,0,1,68,2017,2,56000,56,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,0,68,2017,2,56000,56,0,1,0,0,0,0,0,0,0,0
1,1,1,1,0,1,73,2016,1,110000,110,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,73,2016,1,110000,110,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,0,73,2016,1,110000,110,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,73,2016,1,110000,110,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,65,2018,2,91000,91,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,0,65,2018,2,91000,91,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,65,2018,2,91000,91,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,78,2016,2,77000,77,0,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,78,2016,2,77000,77,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,0,78,2016,2,77000,77,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,0,78,2016,2,77000,77,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,1,80,2016,1,87000,87,0,0,0,0,0,0,1,0,0,0
1,1,1,1,0,1,80,2016,1,87000,87,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,80,2016,1,87000,87,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,80,2016,1,87000,87,0,0,0,0,0,0,0,1,0,0
